SchoolName,YearTerm,SType,Level,Total
โรงเรียนชัยสิทธาวาส ,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M2,25
โรงเรียนชัยสิทธาวาส ,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M3,27
โรงเรียนชัยสิทธาวาส ,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M4,16
โรงเรียนชัยสิทธาวาส ,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M5,8
โรงเรียนชัยสิทธาวาส ,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M6,11
โรงเรียนชัยสิทธาวาส ,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P1,0
โรงเรียนชัยสิทธาวาส ,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P2,0
โรงเรียนชัยสิทธาวาส ,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P3,0
โรงเรียนชัยสิทธาวาส ,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P4,0
โรงเรียนชัยสิทธาวาส ,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P5,0
โรงเรียนชัยสิทธาวาส ,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P6,0
โรงเรียนชัยสิทธาวาส ,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M1,7
โรงเรียนชัยสิทธาวาส ,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M2,10
โรงเรียนชัยสิทธาวาส ,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M3,9
โรงเรียนชัยสิทธาวาส ,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M4,1
โรงเรียนชัยสิทธาวาส ,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M5,7
โรงเรียนชัยสิทธาวาส ,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M6,4
โรงเรียนชัยสิทธาวาส ,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P1,0
โรงเรียนชัยสิทธาวาส ,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P2,0
โรงเรียนชัยสิทธาวาส ,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P3,0
โรงเรียนชัยสิทธาวาส ,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P4,0
โรงเรียนชัยสิทธาวาส ,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P5,0
โรงเรียนชัยสิทธาวาส ,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P6,0
โรงเรียนชัยสิทธาวาส ,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M1,28
โรงเรียนชัยสิทธาวาส ,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M2,36
โรงเรียนชัยสิทธาวาส ,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M3,36
โรงเรียนชัยสิทธาวาส ,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M4,17
โรงเรียนชัยสิทธาวาส ,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M5,16
โรงเรียนชัยสิทธาวาส ,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M6,16
โรงเรียนชัยสิทธาวาส ,2566/1,เดินเท้า,P1,0
โรงเรียนชัยสิทธาวาส ,2566/1,เดินเท้า,P2,0
โรงเรียนชัยสิทธาวาส ,2566/1,เดินเท้า,P3,0
โรงเรียนชัยสิทธาวาส ,2566/1,เดินเท้า,P4,0
โรงเรียนชัยสิทธาวาส ,2566/1,เดินเท้า,P5,0
โรงเรียนชัยสิทธาวาส ,2566/1,เดินเท้า,P6,0
โรงเรียนชัยสิทธาวาส ,2566/1,เดินเท้า,M1,1
โรงเรียนชัยสิทธาวาส ,2566/1,เดินเท้า,M2,1
โรงเรียนชัยสิทธาวาส ,2566/1,เดินเท้า,M3,0
โรงเรียนชัยสิทธาวาส ,2566/1,เดินเท้า,M4,0
โรงเรียนชัยสิทธาวาส ,2566/1,เดินเท้า,M5,1
โรงเรียนชัยสิทธาวาส ,2566/1,เดินเท้า,M6,0
โรงเรียนชัยสิทธาวาส ,2566/1,จักรยานยืมเรียน,P1,0
โรงเรียนชัยสิทธาวาส ,2566/1,จักรยานยืมเรียน,P2,0
โรงเรียนชัยสิทธาวาส ,2566/1,จักรยานยืมเรียน,P3,0
โรงเรียนชัยสิทธาวาส ,2566/1,จักรยานยืมเรียน,P4,0
โรงเรียนชัยสิทธาวาส ,2566/1,จักรยานยืมเรียน,P5,0
โรงเรียนชัยสิทธาวาส ,2566/1,จักรยานยืมเรียน,P6,0
โรงเรียนชัยสิทธาวาส ,2566/1,จักรยานยืมเรียน,M1,0
โรงเรียนชัยสิทธาวาส ,2566/1,จักรยานยืมเรียน,M2,0
โรงเรียนชัยสิทธาวาส ,2566/1,จักรยานยืมเรียน,M3,0
โรงเรียนชัยสิทธาวาส ,2566/1,จักรยานยืมเรียน,M4,0
โรงเรียนชัยสิทธาวาส ,2566/1,จักรยานยืมเรียน,M5,0
โรงเรียนชัยสิทธาวาส ,2566/1,จักรยานยืมเรียน,M6,1
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P2,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P3,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P4,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P5,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P6,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M1,61
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M2,62
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M3,134
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M4,152
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M5,152
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M6,181
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P2,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P3,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P4,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P5,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P6,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M1,23
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M2,27
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M3,10
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M4,53
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M5,41
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M6,27
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P2,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P3,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P4,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P5,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P6,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M1,84
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M2,90
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M3,145
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M4,208
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M5,193
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M6,208
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เดินเท้า,P1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เดินเท้า,P2,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เดินเท้า,P3,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เดินเท้า,P4,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เดินเท้า,P5,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เดินเท้า,P6,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เดินเท้า,M1,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เดินเท้า,M2,1
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เดินเท้า,M3,1
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เดินเท้า,M4,3
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เดินเท้า,M5,0
โรงเรียนเตรียมอุดมศึกษาน้อมเกล้า ปทุมธานี,2566/1,เดินเท้า,M6,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P1,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P2,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P3,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P4,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P5,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P6,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M1,16
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M2,14
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M3,14
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M4,21
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M5,21
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M6,21
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P1,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P2,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P3,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P4,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P5,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P6,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M1,13
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M2,22
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M3,19
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M4,10
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M5,7
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M6,9
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P1,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P2,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P3,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P4,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P5,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P6,0
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M1,29
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M2,36
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M3,33
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M4,31
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M5,28
โรงเรียนเฉลิมพระเกียรติ 60 พรรษา,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M6,30
โรงเรียนธัญรัตน์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P1,0
โรงเรียนธัญรัตน์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P2,0
โรงเรียนธัญรัตน์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P3,0
โรงเรียนธัญรัตน์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P4,0
โรงเรียนธัญรัตน์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P5,0
โรงเรียนธัญรัตน์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P6,0
โรงเรียนธัญรัตน์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M1,204
โรงเรียนธัญรัตน์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M2,167
โรงเรียนธัญรัตน์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M3,208
โรงเรียนธัญรัตน์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M4,235
โรงเรียนธัญรัตน์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M5,243
โรงเรียนธัญรัตน์,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M6,205
โรงเรียนธัญรัตน์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P1,0
โรงเรียนธัญรัตน์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P2,0
โรงเรียนธัญรัตน์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P3,0
โรงเรียนธัญรัตน์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P4,0
โรงเรียนธัญรัตน์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P5,0
โรงเรียนธัญรัตน์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P6,0
โรงเรียนธัญรัตน์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M1,94
โรงเรียนธัญรัตน์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M2,128
โรงเรียนธัญรัตน์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M3,74
โรงเรียนธัญรัตน์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M4,110
โรงเรียนธัญรัตน์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M5,127
โรงเรียนธัญรัตน์,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M6,126
โรงเรียนธัญรัตน์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P1,0
โรงเรียนธัญรัตน์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P2,0
โรงเรียนธัญรัตน์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P3,0
โรงเรียนธัญรัตน์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P4,0
โรงเรียนธัญรัตน์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P5,0
โรงเรียนธัญรัตน์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P6,0
โรงเรียนธัญรัตน์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M1,299
โรงเรียนธัญรัตน์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M2,330
โรงเรียนธัญรัตน์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M3,290
โรงเรียนธัญรัตน์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M4,346
โรงเรียนธัญรัตน์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M5,377
โรงเรียนธัญรัตน์,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M6,331
โรงเรียนธัญรัตน์,2566/1,เดินเท้า,P1,0
โรงเรียนธัญรัตน์,2566/1,เดินเท้า,P2,0
โรงเรียนธัญรัตน์,2566/1,เดินเท้า,P3,0
โรงเรียนธัญรัตน์,2566/1,เดินเท้า,P4,0
โรงเรียนธัญรัตน์,2566/1,เดินเท้า,P5,0
โรงเรียนธัญรัตน์,2566/1,เดินเท้า,P6,0
โรงเรียนธัญรัตน์,2566/1,เดินเท้า,M1,1
โรงเรียนธัญรัตน์,2566/1,เดินเท้า,M2,35
โรงเรียนธัญรัตน์,2566/1,เดินเท้า,M3,8
โรงเรียนธัญรัตน์,2566/1,เดินเท้า,M4,1
โรงเรียนธัญรัตน์,2566/1,เดินเท้า,M5,6
โรงเรียนธัญรัตน์,2566/1,เดินเท้า,M6,0
โรงเรียนธัญรัตน์,2566/1,จักรยานยืมเรียน,P1,0
โรงเรียนธัญรัตน์,2566/1,จักรยานยืมเรียน,P2,0
โรงเรียนธัญรัตน์,2566/1,จักรยานยืมเรียน,P3,0
โรงเรียนธัญรัตน์,2566/1,จักรยานยืมเรียน,P4,0
โรงเรียนธัญรัตน์,2566/1,จักรยานยืมเรียน,P5,0
โรงเรียนธัญรัตน์,2566/1,จักรยานยืมเรียน,P6,0
โรงเรียนธัญรัตน์,2566/1,จักรยานยืมเรียน,M1,0
โรงเรียนธัญรัตน์,2566/1,จักรยานยืมเรียน,M2,0
โรงเรียนธัญรัตน์,2566/1,จักรยานยืมเรียน,M3,0
โรงเรียนธัญรัตน์,2566/1,จักรยานยืมเรียน,M4,0
โรงเรียนธัญรัตน์,2566/1,จักรยานยืมเรียน,M5,1
โรงเรียนธัญรัตน์,2566/1,จักรยานยืมเรียน,M6,0
โรงเรียนสายปัญญารังสิต,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P1,0
โรงเรียนสายปัญญารังสิต,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P2,0
โรงเรียนสายปัญญารังสิต,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P3,0
โรงเรียนสายปัญญารังสิต,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P4,0
โรงเรียนสายปัญญารังสิต,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P5,0
โรงเรียนสายปัญญารังสิต,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,P6,0
โรงเรียนสายปัญญารังสิต,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M1,97
โรงเรียนสายปัญญารังสิต,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M2,82
โรงเรียนสายปัญญารังสิต,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M3,171
โรงเรียนสายปัญญารังสิต,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M4,28
โรงเรียนสายปัญญารังสิต,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M5,39
โรงเรียนสายปัญญารังสิต,2566/1,เสียค่าโดยสารโดยใช้พาหนะ,M6,105
โรงเรียนสายปัญญารังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P1,0
โรงเรียนสายปัญญารังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P2,0
โรงเรียนสายปัญญารังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P3,0
โรงเรียนสายปัญญารังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P4,0
โรงเรียนสายปัญญารังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P5,0
โรงเรียนสายปัญญารังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,P6,0
โรงเรียนสายปัญญารังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M1,202
โรงเรียนสายปัญญารังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M2,155
โรงเรียนสายปัญญารังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M3,152
โรงเรียนสายปัญญารังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M4,85
โรงเรียนสายปัญญารังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M5,31
โรงเรียนสายปัญญารังสิต,2566/1,ไม่เสียค่าโดยสารโดยใช้พาหนะ,M6,104
โรงเรียนสายปัญญารังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P1,0
โรงเรียนสายปัญญารังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P2,0
โรงเรียนสายปัญญารังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P3,0
โรงเรียนสายปัญญารังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P4,0
โรงเรียนสายปัญญารังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P5,0
โรงเรียนสายปัญญารังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,P6,0
โรงเรียนสายปัญญารังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M1,301
โรงเรียนสายปัญญารังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M2,239
โรงเรียนสายปัญญารังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M3,323
โรงเรียนสายปัญญารังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M4,114
โรงเรียนสายปัญญารังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M5,70
โรงเรียนสายปัญญารังสิต,2566/1,นักเรียนอยู่ห่างเกิน 3 กม.,M6,209
โรงเรียนสายปัญญารังสิต,2566/1,เดินเท้า,P1,0
โรงเรียนสายปัญญารังสิต,2566/1,เดินเท้า,P2,0
โรงเรียนสายปัญญารังสิต,2566/1,เดินเท้า,P3,0
โรงเรียนสายปัญญารังสิต,2566/1,เดินเท้า,P4,0
โรงเรียนสายปัญญารังสิต,2566/1,เดินเท้า,P5,0
โรงเรียนสายปัญญารังสิต,2566/1,เดินเท้า,P6,0
โรงเรียนสายปัญญารังสิต,2566/1,เดินเท้า,M1,1
โรงเรียนสายปัญญารังสิต,2566/1,เดินเท้า,M2,1
โรงเรียนสายปัญญารังสิต,2566/1,เดินเท้า,M3,0
โรงเรียนสายปัญญารังสิต,2566/1,เดินเท้า,M4,1
โรงเรียนสายปัญญารังสิต,2566/1,เดินเท้า,M5,0
โรงเรียนสายปัญญารังสิต,2566/1,เดินเท้า,M6,0
โรงเรียนสายปัญญารังสิต,2566/1,จักรยานยืมเรียน,P1,0
โรงเรียนสายปัญญารังสิต,2566/1,จักรยานยืมเรียน,P2,0
โรงเรียนสายปัญญารังสิต,2566/1,จักรยานยืมเรียน,P3,0
โรงเรียนสายปัญญารังสิต,2566/1,จักรยานยืมเรียน,P4,0
โรงเรียนสายปัญญารังสิต,2566/1,จักรยานยืมเรียน,P5,0
โรงเรียนสายปัญญารังสิต,2566/1,จักรยานยืมเรียน,P6,0
โรงเรียนสายปัญญารังสิต,2566/1,จักรยานยืมเรียน,M1,1
โรงเรียนสายปัญญารังสิต,2566/1,จักรยานยืมเรียน,M2,1
โรงเรียนสายปัญญารังสิต,2566/1,จักรยานยืมเรียน,M3,0
โรงเรียนสายปัญญารังสิต,2566/1,จักรยานยืมเรียน,M4,0
โรงเรียนสายปัญญารังสิต,2566/1,จักรยานยืมเรียน,M5,0
